id,input,output,remark
1306473,CFPCK,स.फ.प.स.क,abbr
1306919,CGFG,स.ग.फ.ग,abbr
1310602,CHRM,स.ह.र.म,abbr
1313554,CLOB,स.ल.ो.बी,abbr
1313638,CLSD,स.ल.स.डी,abbr
1315146,CMML,स.म.म.ल,abbr
1325197,CWGS,स.व.ग.स,abbr
1193248,Bujrand,बजरंद,normal
1241303,Buchiguda,बचीगुड़अ,normal
1241313,Burdaguda,बुर्दअगुड़अ,normal
1286584,Burgampadu,बुरगंपअदु,normal
1287162,Burhamayong,बुढ़अमअयोंग,normal
1288012,Burhikamar,बुरहिकमर,normal
1288358,Burirhaat,बुरिरहअट,normal
1288361,Burirhat,बुरर्हत,normal
1288623,Burjuk,बुरजूक,normal
1289151,Burnbill,बरनबिलल,normal
1289155,Burnco,बुरनको,normal
1289640,Bursumajra,बरसमअजरअ,normal
1331986,Cakefort,कैकेफ़ोर्ट,normal
1332378,Calabashi,कअलबअशी,normal
923913,Buzz.com,Buzz.com,web
1438864,Bwiswamatary,बविसवअमटर्य,normal
177774,Brichh,बृच्छ,normal
1350251,Carewin,करेइन,normal
493999,Carprotation,कअरप्रेटशन,normal
1232809,Bujurk,बुजुरक,normal
1349951,Careerfundas.com,Careerfundas.com,web
549136,Budhyal,बुध्यअल,normal
1265269,Brilapur,ब्रिलअपुर,normal
1268993,Brojer,ब्रोजर,normal
1723784,Chaaudhari,चौधरी,normal
1216442,Buvnesh,भुवनेश,normal
1234881,Chachhlao,छछलो,normal
1235708,Byasan,ब्यसन,normal
1252330,Branard,बरनअर्ड,normal
1253791,Centermoikalan,सेन्टेरमोईकलअं,normal
1259838,Bridhyabashi,ब्रिद्यअबअशी,normal
1270959,Brrd,ब्रॉड,normal
1272370,Bsapur,बसपुर,normal
1282107,Bullarpar,बल्लअरपर,normal
1282919,Bumrath,बुमरअठ,normal
1283116,Bundbal,बूंदबअल,normal
1283181,Bundelakhnd,बुंदेलखंड,normal
1284089,Bunkhah,बुन्खअह,normal
1285637,Buragamaradadoddi,बुरअगअमरददोड्डी,normal
1326183,Cachew,कछू,normal
1326184,Cachewnut,कअचूनुत,normal
1333945,Caledoniam,कअलेडोनियम,normal
1338602,Canbridge,कैंब्रिज,normal
1345341,Budhadana,बुधदअनअ,normal
1346545,Bujianwali,बुजिआवली,normal
1346549,Busimetta,बुसिमित्तअ,normal
1354461,Cashu,कअशू,normal
1354496,Casinha,सअसिंह,normal
1370453,Chabbisay,छब्बिसय,normal
1371075,Chabukia,चबुकिअ,normal
1371720,Chachabasti,चचअबस्ती,normal
1372269,Chackchandan,चकचंदन,normal
1435745,Chabanpur,छबनपुर,normal
1786203,Buggapadu,बुग्गअपअडु,normal
489608,Calksion,कॉक्सिओं,normal
671014,Calecetion,कलिकेशन,normal
965940,Bulkcum,बुलककं,normal
1349011,Care.fit,केयरफिट,special
10758,Butakasa,बुटकअसअ,normal
10762,Chadheibhole,चढ़इबोले,normal
1231830,Bubanal,बबनअल,normal
1231831,Bubbala,बूब्बअलअ,normal
1231832,Buchaipalli,बूचेपल्ली,normal
1231836,Buddareddygudem,बुद्दअरेड्डीगुडेम,normal
1231869,Burambavade,बुरअम्बअवड़े,normal
1231871,Buranpalli,बुरनपल्ली,normal
1231880,Burmbali,बुरबली,normal
1231881,Burugpet,बुरुगपत,normal
1231890,Buttonipally,बुटटनीपल्ली,normal
1256371,Brandved,ब्रअंडवेड,normal
1258501,Brhatakar,बृहतकअर,normal
1276688,Budhadeva,बुद्धदेव,normal
1277225,Budhepada,बुढेपड़अ,normal
1277303,Budhgahaon,बुढ़गअहों,normal
1277512,Budhidebi,बुढ़िडेबि,normal
1277696,Budhisahu,बुद्धिसहु,normal
1278000,Calecation,कलेकशन,normal
1278854,Buer,बेर,normal
1279192,Bugmar,बुगमअर,normal
1295359,BuySafeHealth,बयसअफेहेअल्थ,normal
1296068,Byadung,ब्यअडुंग,normal
1296824,Byluvaddageri,बिलुवअददअगेरी,normal
1297127,Byrashettyhally,बीरशेट्टीहल्ली,normal
1339720,Buckganj,बुखगंज,normal
1347222,Brindrawan,ब्रिंद्रअवन,normal
1373349,Chadibati,चढ़िबअति,normal
326274,Chachinapada,चअचिनअपड़अ,normal
442232,Bsahkari,बसहकअरी,normal
6850,Shewrarpather,शेवररपअठेर,normal
1019667,Chandravsan,चन्द्रवसन,normal
1232673,Boothagudy,बूथगुडी,normal
1395727,Chamaradi,चमरडी,normal
1395988,Chamarkali,चअमरकअली,normal
1396368,Chambai,चम्बे,normal
1396895,Chamdhura,चअमधुरअ,normal
1397961,Champaghat,चम्पअगत,normal
1398168,Champakeswara,चम्पकेस्वर,normal
1398738,Champela,चंपेलअ,normal
1399712,Chamtakuri,चंतकुरी,normal
313132,Champakhills,चम्पअखिललस,normal
1233675,Chankhwa,चैखवअ,normal
1422964,Chandrakhali,चंद्रखअली,normal
1423019,Chandrakori,चन्द्रकोरि,normal
1423704,Chandramoulishwarar,चंद्रमौळीश्वरर,normal
1425241,Chandraskekarapura,चन्द्रसकेकअरपुरअ,normal
397502,Chandanchora,चंदनचोरअ,normal
1379417,Chajjal,छज्जल,normal
1308512,Chandegeon,चन्देजों,normal
1345362,Chanadal,चनअदअल,normal
1213931,Channakeshanapura,चन्नकेशनअपुरअ,normal
1232052,Chankwadi,चंकवअदी,normal
1345365,Chandapora,चंदपुरअ,normal
1346570,Chamrawwa,चमरौवअ,normal
1346572,Chanaha,चअनः,normal
1346575,Chandiyal,चअंडिल,normal
1346580,Channergaddi,चनरगद्दी,normal
1375823,Chaidia,चेदिअ,normal
1376288,Chainosol,चैनोसोल,normal
1386532,Chakalan,चअकलअं,normal
1386620,Chakaltol,चकलतोल,normal
1390488,Chakramari,चकरमअरी,normal
1391298,Chaksadipur,चकसड़ीपुर,normal
1391511,Chaktetul,छकतेतुल,normal
1391847,Chakwoakheti,चक्ववअखेति,normal
1391860,Chakyat,चअक्यअत,normal
1393214,Chalitaberia,चलितअबेरिअ,normal
1393393,Chalkjagaddal,चअलकजगद्दल,normal
1394003,Chalmuria,चअलमुरिअ,normal
1394470,Chalwari,चलवअरी,normal
1394619,Chamaganj,चअमगंज,normal
1394649,Chamail,चमेल,normal
1402748,Chanabari,छअनबअरी,normal
1402871,Chanakata,छनकतअ,normal
1403547,Chanangoli,चनअंगोळी,normal
1404672,Chanchhawa,छंछअवअ,normal
1404688,Chanchjbmata,चचजबमतअ,normal
1410399,Chandaneshawar,चअंदणेशवर,normal
1410919,Chandanmali,चन्दनमली,normal
1416331,Chandmamud,चंदमअमुद,normal
1417530,Chandpiper,चंदपीपर,normal
1427941,Chandukhali,चण्डूखअली,normal
1428605,Chanfa,चंफअ,normal
1429058,Changavalli,चंगवल्ली,normal
1429354,Changimulla,चंगीमुल्लअ,normal
160867,Chajai,छअजै,normal
1843995,Chakkrapalli,चककरअपल्ली,normal
2071924,Chandravelly,चन्द्रअवल्ली,normal
311250,Chalcol,चअलक,normal
597995,Chandramoulisvarar,चंद्रमौळीश्वरर,normal
704214,Chaneegowda,चअनीगौड़अ,normal
898021,Chammani,चम्मअनी,normal
1202998,Chakakada,चकअकड़अ,normal
1231936,Chalburdi,चलबर्डी,normal
1231943,Chamalonibavi,चअमलोनिबअवी,normal
1232005,Chandkhanmaktha,चंदखअंमकथअ,normal
1232014,Chandorr,चअँदोरर,normal
1244348,Chalehar,चलेहर,normal
1346133,Chaitukhapari,चेतुखअपरी,normal
1373990,Chagatoor,चगटूर,normal
1374053,Chaglia,छअगलिअ,normal
1375119,Chahatrisa,चहतरीसअ,normal
1386815,Chakapra,चकपरअ,normal
1386894,Chakarahtpur,चकरअहतपुर,normal
1387672,Chakdilal,चकड़ीलअल,normal
1387677,Chakdinagar,चकड़ीनगर,normal
1387830,Chakgulamodin,चकगुलअमोदीन,normal
1387858,Chakhaji,चअखअजी,normal
1388184,Chakirbhitha,चकरभीथअ,normal
1388446,Chakkambuzha,चककअम्बुजः,normal
1389034,Chaklohana,चकलोहअनअ,normal
1389116,Chakmakarampur,चकमकरमपुर,normal
1389374,Chakopsai,चकोपसे,normal
1389489,Chakparag,चकपरअग,normal
1389920,Chakrabhum,चक्रभं,normal
1411175,Chandapoor,चअंदपुर,normal
1411671,Chandashekhar,चंदशेखर,normal
1413247,Chandeshvara,चण्डेश्वरअ,normal
1414441,Chandigachi,चंडीगअछी,normal
1430025,Chanjodikkal,चअँजोडिक्कअल,normal
1948360,Chandenidih,चअँदनीडीह,normal
224379,Chafanath,चफनअथ,normal
685567,ReddySys,रेडियस,normal
1241330,Cheemalapeta,चीमअलपेटअ,normal
1234910,Chcadasar,छकड़असर,normal
1438986,Charkhol,चरखोल,normal
1439646,Charbrahmma,चर्ब्रअह्ममअ,normal
1442461,Chasraluit,चैरअलुईट,normal
1443559,Chathankottu,चथअनकोट्टु,normal
1443687,Chathiramanai,चठिरमअनै,normal
1444539,Chatraa,छअत्रअ,normal
1444613,Chatrahama,छअत्रहमअ,normal
148647,Chatrappatty,छत्रअपपट्टी,normal
177050,Chemmanvilai,चम्मंविलै,normal
647539,Chathamangalan,चअथमअङ्गलं,normal
1234915,Cheteghar,चेटीघर,normal
702750,Chaplathanda,चपलअथनदअ,normal
1462284,Chefinn,चेफिन्न,normal
1462371,Chelling,चेल्लिंग,normal
1241392,Cheleme,चेलेमे,normal
1462408,Cheganoor,चेंगनूर,normal
1253953,Cheetrawas,चित्रवअस,normal
1345372,Chareel,छरील,normal
1346587,Chauhaniy,चौहनीय,normal
1346590,Chenchelcheruvupally,चंचलचेरुवपअलय,normal
1463044,Chekuwari,चेकुवअरी,normal
1463342,Chelawada,चलवअड़अ,normal
1464323,Chellikkattil,चिल्लीक्कट्टिल,normal
1464868,Chembikkad,चंबिक्कड़,normal
1465504,Chemifine,चेमीफिने,normal
91414,Cheeramchira,चिरंचिरअ,normal
1433617,Chappera,छप्पर,normal
1106113,Charichakori,चअरीचकोरि,normal
111383,Chedilaal,छेदीलअल,normal
1232062,Chapagani,चअपअग्नि,normal
1232063,Chapalabanda,चपलअबंदअ,normal
1232082,Charanpipali,चरणपीपली,normal
1232115,Chauthaiwadi,चौथअईवअदी,normal
1232132,Cheekarlagadda,चीकअर्लगड्डअ,normal
1232133,Cheemla,चीमलअ,normal
1232146,Chelpally,चेलपल्ली,normal
1232149,Chendrainpally,चेन्द्रिणपल्ली,normal
1232151,Chenegepally,चेनगेपल्ली,normal
1232152,Chennareddipally,चेन्नअरेड्डीपल्ली,normal
1232154,Chennareddypally,चेन्नअरेड्डीपल्ली,normal
1232160,Cherlapelly,चेरलअपल्ली,normal
1232166,Cheruvumundari,चेरुवुमुंदरी,normal
1433633,Chapplai,चप्पले,normal
1433760,Charikhuti,चरखउती,normal
1435124,Charakhda,चरखड़अ,normal
1436476,Charapad,चअरपअद,normal
1437271,Charcharabari,चरचरअबरी,normal
1438358,Charisampradaya,चरिसम्प्रदअय,normal
1445138,Chatrochati,छअत्रोचअती,normal
1445842,Chattina,चैटिनअ,normal
1446653,Chatuya,चतुय,normal
1446742,Chauapara,चौकपरअ,normal
1450900,Chaudhurypara,चौधुरीपअरअ,normal
1458474,Chawldhowa,चअवलधोवअ,normal
1459857,Chebarthy,चेबअरथ्य,normal
1460585,CheeMo,चीमअ,normal
1460681,Cheekalaparvi,चीकलअपरवी,normal
1461583,Cheernchira,चिरंचिरअ,normal
1466545,Chenangoli,चेनंगोली,normal
1466638,Chenchramore,चेंचरअमोरे,normal
1471367,Chennapattana,चेन्नपट्टण,normal
1471876,Chenthupur,चेतुपुर,normal
1472197,Chepuya,चेपुए,normal
1786215,Chekkiyad,चक्कियअद,normal
1843996,Chenbagaraman,चेंबअगरमअन,normal
28485,Chemmaruty,चम्मरुत्य,normal
451647,Chanukoti,चअनकोटि,normal
75464,Chemmalapady,चम्मलअपड़ी,normal
904069,Chapamatom,चअपअमटोम,normal
1237797,Chawndeshwarwadi,चवंदेश्वरवअदी,normal
1431298,Channigana,चननिगनअ,normal
1431323,Channkeshanapura,चन्नकेशनअपुरअ,normal
1431468,Chanothiyapura,चनोठियअपुरअ,normal
1431505,Chanpabeda,चंपअबेड़अ,normal
1432415,Chaoundra,चअयंदरअ,normal
1432876,Chaparer,चअपरेर,normal
1455045,Chaurli,चौरली,normal
1456151,Chavdiya,चअवडियअ,normal
1456153,Chavdka,चवड़कअ,normal
1456460,Chavsala,चअवसअलअ,normal
1456838,Chawalgam,चअवलगम,normal
1472991,Cherihard,चेरिहअरद,normal
1473254,Cherji,चेरजी,normal
1473273,Cherkardara,छेरकअरदअरअ,normal
1474813,Cheruvatikonam,चेरुवअटिकोणम,normal
1474931,Cherward,चेरवअर्ड,normal
1475073,Chessapani,चेसपनी,normal
1583929,Cherchetta,छेरछेत्तअ,normal
8601,Chinchalpet,चिंचअलपेट,normal
9196,Chinchula,चिंचलअ,normal
1232267,Chinapeeruthanda,चीनपीरुतअनदअ,normal
1232278,Chinchoi,चिंचोई,normal
1232296,Chingaria,चिंगरीअ,normal
1232299,Chilkamarry,चिलकमअरर्य,normal
1232306,Chinnamadampalli,चिन्नमअदअमपल्ली,normal
1241336,Chhaliamal,छलिअम्ल,normal
1241340,Chikatigudem,चिकटिगुडेम,normal
1241344,Chinnagopalpur,चिंनगोपअलपुर,normal
1232247,Chikhalpahela,चिखलपहेलअ,normal
1483119,Chhalada,छलदअ,normal
1483756,Chhaniyathal,छनीयतअल,normal
1484596,Chhararpar,छहरअरपर,normal
1485301,Chhatatar,छटटर,normal
1485576,Chhatitwa,छटिटवअ,normal
1485650,Chhatojharia,छतोजहरिअ,normal
1485826,Chhatrampur,छअत्रमपुर,normal
1232253,Chiktiya,चिक्तियअ,normal
1486638,Chhatteana,छटटअनअ,normal
177078,Chevidankulam,चेविदअनकुलम,normal
177151,Chinnakannaur,चित्रअकंनौर,normal
1118880,Chidnanand,छिदनअनन्द,normal
1213942,Chinnakottakudi,छिन्नकोट्ठअकुडी,normal
1233679,Chingaraia,चिंगरअइआ,normal
490264,Chethikkodu,चेतिककोदू,normal
1268294,Chhantalavadi,छंटअलअवअदी,normal
1232258,Chillhewadi,चिल्लीवअदी,normal
10815,Chinirkuthi,चिनिरकुठि,normal
10816,Chikambo,चीकबो,normal
10825,Chinnakoruppole,चिन्नकरूपपोले,normal
1094800,Chhelidongri,छेलीडोंगरी,normal
1168653,Chillkodu,चिलकोदू,normal
1232178,Chhantalavdi,छंटअलअवड़ी,normal
1232179,Chhantangar,छंटणगर,normal
1232218,Chhtrasa,छत्रअसअ,normal
1232219,Chhupyepur,छुपयेपुर,normal
1232230,Chichund,चिचुण्ड़,normal
1232231,Chicozar,चिकजअर,normal
1232262,Chimankhapa,चिमअनखअपअ,normal
1232264,Chimbhala,चिंभअलअ,normal
1234931,Chidwa,चिड़वअ,normal
1345390,Chindgoan,छिंदगों,normal
1346601,Chindawada,छिंदवअड़अ,normal
1346602,Chindbahar,चिंदबहअर,normal
13628,Chinnamor,चिन्नअमोर,normal
14193,Chhuriadongri,छुरियडोंगरी,normal
1479258,Chettitharakkadu,चेट्टितहरअक्कडु,normal
1479263,Chettivedhi,चेट्टिवेधी,normal
1479561,Chevadiya,छेवड़ियअ,normal
1481654,Chhabiraji,छबिरअजी,normal
1487496,Chhawacharia,छअवछरिआ,normal
1488098,Chhbiyana,छबियअनअ,normal
1488642,Chheraboni,छेरबोनी,normal
1489039,Chhikhali,चिखली,normal
1491321,Chhotabainan,छोटअबैनअं,normal
1492220,Chhotmamro,छोटमअमरो,normal
1492292,Chhotolawkutha,छोटोलअवकुठअ,normal
1498193,Chikkaiahna,चिक्कअनअ,normal
1498551,Chikkamudagere,चिक्कअमुदगरे,normal
1498565,Chikkamukkodalu,चिक्कअमुक्कुदलु,normal
1498829,Chikkasadenahally,चिककसडेनहल्ली,normal
1498942,Chikkavitalenahalli,चिक्कवीतलेनअहल्ली,normal
1499857,Chilabari,चिलबअरी,normal
161629,Chilvakodur,चिलवअकोदूर,normal
1786220,Chikksiddavvanahalli,चिककसिद्दववनहल्ली,normal
1844003,Chinnamalaikundru,छिन्नमलैकुन्द्रु,normal
2014,Chhiddo,छिद्दो,normal
230281,Chhataranga,छतरंगअ,normal
2390,Chilauni,चिलौनी,normal
3921,Chilgadda,चिलगड्डअ,normal
514880,Chikitsalayaa,चिकित्सअलयअ,normal
5592,Chiltore,चिलतोरे,normal
69158,Chhetdih,छटडीह,normal
725325,Chichgadh,चिचगढ़,normal
751450,Chinnamallareddy,चिन्नअमललअरेड्डी,normal
827850,Chinapattapupalem,चीनपत्तअपूपलेम,normal
8498,Chinbahar,छिनबहअर,normal
1487144,Chhattisgarh-Madhya,छत्तीसगढ़-मध्य,special
1487148,Chhattisgarh-Uttar,छत्तीसगढ़-उत्तर,special
10323,Chingban,चिंगबअन,normal
1231854,Chinakistapuram,चिनअकिस्तअपुरम,normal
13449,Chinnamanavarnapalli,छिन्नमनअवरनअपल्ली,normal
1492882,Chhurimara,छुरिमरअ,normal
1492926,Chhutargeria,छुटअर्गेरिअ,normal
1496453,Chihirari,चिहिरअरी,normal
1683044,Chilleli,चिल्लेली,normal
429617,Chhachhirai,छअछीरअई,normal
4297,Chilkipada,चिल्कीपअड़अ,normal
1232726,Deshaipally,देशेपअलय,normal
685575,Reddycharalli,रेडडिचअरली,normal
110387,Chromwell,क्रॉमवेल,normal
1232310,Chinnipad,चिन्निपअद,normal
1232319,Chintalsagivi,चिंतअलसगिवि,normal
1232345,Chitalwedhe,चितलवेढे,normal
1232348,Chitlamkunta,चितलअमकुन्टअ,normal
1232365,Chnchadiya,छंछअड़ियअ,normal
1232374,Choilawali,चोइलअवली,normal
1232782,Devibabhul,देवीबबहुल,normal
1346607,Chintadibba,चिन्तअदिब्बअ,normal
1232378,Chokhnda,चोखंडअ,normal
1232391,Choparivarigudem,चोपरिवअरीगुडेम,normal
1232412,Chosli,चौसली,normal
1232418,Choudarpally,चोउदअरपल्ली,normal
1232427,Chowllathanda,चोलथंडअ,normal
1234949,Chnadru,चनदृ,normal
1241349,Chippalturthy,चिप्पअलतुर्थ्य,normal
1241350,Chirumalla,चिरुमल्लअ,normal
1241353,Chooppala,चुप्पअलअ,normal
1246423,Chirumandoddi,चिरुमंदोदड़ी,normal
177182,Chitrahallicross,चित्रहॉलीक्रॉस,normal
37323,Chopu,चोपु,normal
521065,Choloni,कॉलोनी,normal
1233680,Chotiliwidi,चोटिलीविदी,normal
15308,Chintadara,छींटदअर,normal
29081,Chittray,चितत्रय,normal
1231300,Chouradongari,चोरडोंगरी,normal
33810,Choksee,चौकसी,normal
44224,Choukhali,चौखअली,normal
44236,Choukhuti,चौखूटी,normal
23437,Chitans,चितंस,normal
1346611,Chouky,चौकी,normal
13714,Chinnanegamam,चिन्नअनगम्यं,normal
13928,Chinnapudhur,चिन्नअपुढुर,normal
14151,Chinnasangameshwar,छिन्नसंगमेश्वर,normal
14693,Chinniagoundenpalayam,चित्रिअगोंडेपलयम,normal
1786221,Chircharikala,चिरचअरिकअलअ,normal
1844004,Chinnathambur,चिन्नअथअम्बुर,normal
1844007,Chockanavur,चौकअनअवुर,normal
1844653,Chockanethal,चौकअनेतअल,normal
18660,Chirachas,चिरचअस,normal
20173,Chirakkapady,चिरककपदी,normal
21681,Chiringhulla,चिरिंघुलअ,normal
21710,Chiristean,चिरिस्टीन,normal
28178,Chittaraijan,चित्तअरअइजन,normal
29764,Chkori,चकोरी,normal
29877,Chmbigadde,छमबिगडडे,normal
31085,Chodmastpur,चौड़मस्तपुर,normal
320801,Choarassia,छोआरसीअ,normal
323503,Chirauji,चिरौजी,normal
33068,Chokabaha,चोकअबहअ,normal
33102,Chokakata,चोकअकअतअ,normal
33200,Chokdara,चोकदअरअ,normal
34867,Cholesvara,चोलेश्वरअ,normal
34957,Chollongpathar,चोलोंगपअथर,normal
35349,Chongar,चोंगअर,normal
38971,Chotakilorhia,छोटकीलोढ़ीआ,normal
39087,Chotasalmara,छोटसलमअरअ,normal
40129,Chotobasjani,चोटोबैजअनि,normal
40142,Chotodi,चोटअदि,normal
40186,Chotolowgaon,चोटोलोगों,normal
40216,Chotopathar,चोटपठअर,normal
40223,Chototekaipur,चोटोटेकेपुर,normal
419676,Chittemmvripalli,चित्तेमंवरीपल्ली,normal
43609,Choughoria,चौघरीआ,normal
44315,Chouktula,चौकतुलअ,normal
44357,Choumoha,चौमुहअ,normal
44997,Choutan,चौतं,normal
45374,Chowdana,छोड़नअ,normal
45388,Chowdanga,चौदन्गअ,normal
45393,Chowdapally,चौडअपल्ली,normal
49656,Chrm,चरम,normal
50091,Chuamuli,छुआमली,normal
628772,Chintamadiray,चिंतमदिरअय,normal
85020,Chinpal,चिंपअल,normal
865879,Chowpoti,चौपअटी,normal
908674,Choupothi,चौपोठी,normal
937559,Chordlink,चोरदलिंक,normal
937560,Chordmain,चोर्डमैन,normal
1315682,Chives,चिवस,normal
13748,Chinnaodaipatti,चिन्नोदेपट्टी,normal
18274,Chippalapally,चिप्पअलअपल्ली,normal
18275,Chippali,चिप्पअली,normal
18286,Chippanagadde,चिप्पअनगडदे,normal
22425,Chiruti,चीरती,normal
24528,Chithramoola,चित्रमूलअ,normal
24529,Chithranagar,चिथरअनगर,normal
38275,Chormarpura,चोरमअरपुरअ,normal
47261,Chowlapally,चौलअपल्ली,normal
47597,Chowrongy,चोरोंगी,normal
47656,Chowtera,चौतरअ,normal
685577,Kakerkunda,ककरकुंडअ,normal
82125,Coempt,केम्पट,normal
845992,Coveted,सोवेटेड,normal
147487,DCKM,डी.स.क.म,abbr
74854,Click400,क्लिक400,alphanum
1232434,Chuladi,चुलअदि,normal
1232472,Dadava,दड़वअ,normal
1232483,Dadpally,दडपल्ली,normal
1232495,Dagdimba,दग्डिम्बअ,normal
1232527,Daithanegunjal,देथअनेगुंजअल,normal
1234972,Dabrella,डबरेलअ,normal
1241359,Dadanpally,ददनपल्ली,normal
129364,Cruzo,सृजो,normal
124736,Creosen,क्रिओसें,normal
136574,Cybatesoft,सीबतेसोफ्ट,normal
133555,Curian,कुरियन,normal
176874,Dadaliya,ददलियअ,normal
177276,Dadaraghati,दअदरघअटी,normal
188058,Dakhincuba,देखिन्कूबअ,normal
1345394,Chuchatter,चुचैत्तेर,normal
456351,Creosoting,क्रेओसोटींग,normal
52233,Chunakhalli,चुनखलि,normal
56234,Chuttikere,छुट्टीकेरे,normal
104733,Contaccherra,कंटैक्चर्र,normal
179467,Dadupurwa,दअदूपुरवअ,normal
179783,Dafarkha,डअफरखअ,normal
87013,Collegewadi,कोलगवअदी,normal
87181,Colocal,कलकल,normal
549182,Dairyrajapur,डअइरीरअजपुर,normal
126660,Criztion,क्रिज़शन,normal
83053,Cohaj,कहअज,normal
1379319,Coprporation,कपरपोरशन,normal
108384,Coolerz,कूलरज़,normal
110101,Coquerious,कक्वेरियस,normal
115628,Coteng,कटेंग,normal
116583,Coulmi,कुल्मी,normal
117333,Coupa,सौपअ,normal
1345396,Chuntimullah,चूंटीमुल्लअह,normal
1346026,Churwan,चुरवअन,normal
1346613,Chunouta,चुनौतअ,normal
1346615,Chururu,चुरुरु,normal
1359224,Chunchanahally,चुनचअनहल्ली,normal
1449928,Chukara,चुकअरअ,normal
172699,Dabaipani,दबअइपअनी,normal
172980,Dabardhuapatna,दबरदहुआपअतनअ,normal
174120,Dabiganj,देबीगंज,normal
177934,Dadhawada,दधवअड़अ,normal
178026,Dadhial,दढ़ियल,normal
178676,Dadipora,दडिपोरअ,normal
183499,Dahwathu,दःवअटहु,normal
183725,Daifang,डअइफअंग,normal
186039,Daisingria,डअइसिंगरीअ,normal
186495,Daivom,देवों,normal
186900,Dakacha,दकअचअ,normal
186967,Dakali,दकअली,normal
187099,Dakbangalow,डअकबंगलो,normal
191796,Dahoripara,दअहोरीपअरअ,normal
195940,Dahagoan,दहगवअं,normal
1966669,Coril,करील,normal
50106,Chuandanga,चुआनडअंगअ,normal
502540,Comtread,कॉमट्रेड,normal
50493,Chudeshwer,चूड़ेश्वर,normal
51111,Chuimkhim,छुइमखिम,normal
51663,Chullattipara,चुल्लत्तीपअरअ,normal
51714,Chullimunda,चुल्लीमुंडअ,normal
55821,Churukdighi,चुरुकडीघी,normal
56071,Chutiyakhor,छुटियअखोर,normal
73599,Cldl,चलदल,normal
73925,CleanPlus,क्लेअन्प्लस,normal
75297,ClinAsia,क्लीनसीए,normal
813422,Chunnamvukaran,चुननअमवकरण,normal
93644,Covergence,सोवेरगेन्स,normal
965503,Dagbanglo,दअगबंगलो,normal
165849,DRCRSV,डी.र.स.र.स.व्,abbr
166256,DRPM,डी.र.प.म,abbr
18903,DUASB,डी.ु.अ.स.बी,abbr
238816,DAQ,डी.अ.क्यू,abbr
148646,DD570,दद570,alphanum
148647,DD574,दद574,alphanum
148648,DD575,दद575,alphanum
148649,DD576,दद576,alphanum
148651,DD581,दद581,alphanum
148652,DD586,दद586,alphanum
148653,DD597,दद597,alphanum
148655,DD67,दद67,alphanum
183625,Dai6,दे6,alphanum
113124,CorpusLabs,कर्पुसलअबस,normal
1177534,Cotcin,कटकिन,normal
1179316,Dafhedar,दफेदअर,normal
125730,Creteva,क्रेटेवअ,normal
174983,Dabwrgaon,दबवर्गों,normal
175039,Daccaibosti,दक्केबअस्ति,normal
182301,Dahichak,दहीचक,normal
182566,Dahipool,दहीपूल,normal
184728,Daimary,दईमअरी,normal
50666,Chudiyali,चूडियअली,normal
53153,Chuniajhora,चुनिआजहोरअ,normal
57090,Cillection,सिलेक्शन,normal
57242,Cincona,सिनकोनअ,normal
1232535,Dakhneshvar,दखनेश्वर,normal
1232537,Dakshingaonthan,दक्षिणगोंठन,normal
1232556,Damastapur,दमस्तपुर,normal
1234992,Debabhuin,देबबहुएँ,normal
188103,Dakhingeramari,दखिनजेरमअरी,normal
188104,Dakhingeria,दखिंगेरिअ,normal
188176,Dakhivali,दअखीवअली,normal
188357,Damrabowa,दमरअबोवअ,normal
189499,Dakshila,दअक्षिलअ,normal
1910708,Daloudarail,डअलोदरअईल,normal
191771,Dakuatari,डअकुआटरी,normal
207703,Daokithu,डॉकिटहु,normal
207710,Daolur,डॉलर,normal
207786,Dapaijan,दपयजन,normal
208789,Darakata,दरकतअ,normal
209206,Darariyon,दरअरियों,normal
210393,Dardil,दर्दील,normal
210773,Dargadsila,दरगडसिलअ,normal
313380,Danaga,डनगअ,normal
45743,Dashpada,दशपदअ,normal
970941,Daskhinpara,दअसखिंपरअ,normal
1232559,Dammaiahpet,डममयःपेत,normal
1213949,Dansyakana,दंसयकअनअ,normal
1528379,Dansiyapara,डअंसियअपअरअ,normal
197295,Dambrong,दंबरोंग,normal
198311,Damnipara,डअमणिपअरअ,normal
10870,Dangarapaunsi,डंगरअपोंसी,normal
231969,Daudpara,दौड़पड़अ,normal
233254,Dauraji,दोरजी,normal
233449,Dautpore,डौटपोरे,normal
233788,Davalameti,दवअलअमेति,normal
235481,Davoodia,दवूदीअ,normal
1232578,Dangikua,दंगईकुअ,normal
1232600,Daresangvi,दरसंगवी,normal
1232608,Darkasthpally,दरकसथपल्ली,normal
1232609,Darmannaguda,दरमअन्नअगुड़अ,normal
1232621,Dasaripally,दसरीपल्ली,normal
1232627,Dashisarda,दशीसरदअ,normal
1232629,Dasnaik,दसनअयक,normal
1232631,Daspally,दअसपल्ली,normal
1232654,Davudguda,दअवुदगुदअ,normal
1241044,DarBar,दरबअर,normal
1345408,Dangernar,दंगेरनर,normal
1345410,Dardhaji,दर्दजी,normal
1345412,Darnambal,दरनंबल,normal
1345416,Dautola,डअउटलअ,normal
1346623,Damabanjari,डमबनजरि,normal
1468057,Darulaloom,दअरुलउलूम,normal
1522078,Damannapet,दमननअपेट,normal
1614049,Dandev,दअनदेव,normal
